6R,6R,6C,5Fm,5Pm;1,1,1,0,2;3.4,4.2,3.1,1.4,1.5
6R,6R,6C,5Y,5V;3,3,3,1,0;1.4,2.2,1.5,4.4,4.1
6R,6R,6C,5P,5P;2,1,1,3,3;3.5,4.2,3.1,1.4,2.2
6R,6R,6D,5V,5C;2,3,0,0,0;2.2,2.5,4.3,4.1,1.4
6R,6R,6A,5Ym,5Pm;2,3,0,2,3;1.4,2.2,4.1,1.6,4.4
6R,6R,6A,5L,5Pm;1,1,2,0,1;3.4,4.2,1.4,3.1,2.2
6R,6R,6A,5C,5P;2,3,0,0,1;2.2,2.5,4.1,1.4,4.3
6R,6R,6O,5F,5L;0,3,1,2,2;2.2,3.4,5.1,1.4,1.5
6R,6R,6O,5Ym,5P;2,0,1,0,3;3.5,4.3,2.2,3.1,1.4
6R,6R,6O,5Ym,5Pm;0,3,1,2,3;2.2,3.4,5.1,1.6,1.4
6R,6R,6O,5Nm,5Pm;1,2,1,1,0;2.2,3.5,1.4,5.3,3.1
6R,6R,6O,5L,5P;2,1,1,0,3;3.5,4.2,2.2,3.1,1.4
6R,6C,6T,5V,5P;1,1,1,2,3;4.2,3.1,2.5,1.4,2.2
6R,6C,6Y,5Fm,5P;1,1,2,0,2;4.2,3.1,3.4,1.4,1.5
6R,6C,6Z,5Fm,5P;1,1,0,0,3;4.2,3.1,2.2,3.6,1.4
6R,6C,6Z,5W,5Pm;3,3,1,3,3;1.4,1.5,2.2,3.3,5.2
6R,6C,6D,5Fm,5L;1,1,3,0,2;4.2,3.1,2.5,1.4,1.5
6R,6C,6D,5T,5Pm;0,1,3,3,2;3.5,3.1,3.3,1.4,1.5
6R,6C,6D,5X,5V;3,3,0,0,0;1.4,1.5,4.3,2.2,4.1
6R,6C,6D,5Ym,5V;2,1,3,3,0;2.2,1.4,1.6,4.3,4.1
6R,6C,6D,5Nm,5W;1,1,3,1,1;4.2,3.1,1.6,1.4,3.3
6R,6C,6D,5W,5C;1,1,1,1,0;4.2,3.1,2.5,2.2,1.4
6R,6C,6D,5V,5Pm;0,1,2,2,2;3.5,3.1,2.2,1.4,4.2
6R,6C,6A,5F,5T;3,3,0,2,0;2.2,1.5,4.1,1.4,3.4
6R,6C,6A,5T,5N;1,1,2,0,0;3.4,2.3,1.4,4.2,2.2
6R,6C,6A,5X,5P;1,1,2,0,3;4.2,3.1,1.4,3.5,2.2
6R,6C,6A,5Y,5Nm;1,1,2,0,1;4.2,3.1,3.3,1.6,1.4
6R,6C,6A,5Y,5L;3,3,0,3,0;1.4,1.5,2.2,5.2,3.1
6R,6C,6A,5Y,5V;1,1,2,0,0;3.4,2.3,1.4,2.2,4.1
6R,6C,6A,5P,5P;1,1,2,3,2;4.2,3.1,2.2,1.4,3.5
6R,6C,6A,5P,5Pm;0,1,2,3,2;3.5,3.1,1.4,2.2,4.2
6R,6C,6O,5Fm,5F;0,3,1,1,2;2.2,1.5,5.1,3.4,1.4
6R,6C,6O,5Fm,5N;1,1,1,0,3;4.2,3.1,1.4,3.6,2.2
6R,6C,6O,5W,5P;1,1,1,1,2;4.2,3.1,1.4,2.2,3.5
6R,6T,6A,5Nm,5C;1,1,2,3,3;3.4,3.3,1.4,2.2,4.1
6R,6T,6A,5L,5V;1,1,2,0,1;3.4,3.3,1.4,3.1,2.2
6R,6T,6O,5Ym,5V;2,3,1,2,0;1.4,2.2,4.3,1.6,4.1
6R,6T,6O,5L,5V;1,1,1,0,2;4.2,2.5,2.2,3.1,1.4
6R,6Y,6Z,5L,5Pm;1,2,1,0,1;2.2,4.2,2.6,3.1,1.4
6R,6Y,6D,5L,5C;1,2,1,0,0;2.2,4.2,2.5,3.1,1.4
6R,6Y,6A,5Y,5Pm;3,3,0,0,3;2.2,1.4,4.1,1.6,4.4
6R,6Y,6A,5Nm,5V;2,3,0,1,2;2.4,2.2,4.1,4.5,1.4
6R,6Y,6A,5Nm,5P;0,1,2,1,1;2.2,2.3,1.4,4.5,5.1
6R,6Y,6A,5C,5C;2,0,0,0,2;2.2,2.5,4.1,1.4,4.3
6R,6Y,6O,5Y,5P;2,1,1,2,3;3.5,4.2,2.2,3.1,1.4
6R,6Y,6O,5Nm,5C;2,1,1,1,3;3.5,2.2,1.4,5.3,3.1
6R,6Y,6O,5W,5P;0,1,1,2,3;2.2,2.3,5.1,3.6,1.4
6R,6Y,6O,5Lm,5Pm;0,3,1,0,3;2.2,3.4,5.1,1.6,1.4
6R,6Y,6O,5L,5P;1,2,1,0,2;2.2,4.2,1.4,3.1,3.5
6R,6Zm,6Z,5T,5L;2,0,1,1,0;4.3,1.4,2.6,2.2,3.1
6R,6Zm,6Z,5Ym,5Zm;0,0,1,0,2;4.3,1.4,2.6,3.1,2.2
6R,6Zm,6Z,5Ym,5C;2,0,1,3,3;4.3,1.4,2.6,2.2,4.1
6R,6Zm,6Z,5N,5Pm;1,0,1,0,2;3.4,5.2,2.2,1.4,1.5
6R,6Zm,6Z,5L,5Zm;1,0,1,0,2;4.2,1.4,2.6,3.1,2.2
6R,6Zm,6Z,5V,5V;3,0,1,3,0;2.2,1.4,2.6,3.4,4.1
6R,6Zm,6Z,5P,5P;2,0,1,3,2;3.5,5.2,2.2,1.4,2.3
