6R,6R,5Fm,5F,5W,5P;0,3,2,2,1,1;2.1,2.6,4.5,4.2,0.3,1.2
6R,6R,5Fm,5F,5W,5Pm;0,3,2,2,0,3;2.1,2.6,4.5,4.2,0.3,1.4
6R,6R,5Fm,5F,5Lm,5P;0,3,2,2,1,1;2.1,2.6,4.5,4.2,1.2,0.3
6R,6R,5Fm,5F,5L,5Pm;0,3,2,2,3,3;2.1,2.6,4.5,4.2,1.5,0.3
6R,6R,5Fm,5F,5P,5Pm;0,3,2,2,0,0;2.1,2.6,4.5,4.2,0.3,0.4
6R,6R,5Fm,5W,5P,5P;2,1,3,2,2,3;1.2,3.0,0.3,3.7,2.5,5.2
6R,6R,5Fm,5W,5P,5Pm;2,1,3,1,3,0;1.2,3.0,0.3,2.5,5.2,3.5
6R,6R,5Fm,5W,5Pm,5Pm;2,3,0,3,2,1;0.3,1.5,3.7,3.0,2.1,5.3
6R,6R,5Fm,5Lm,5P,5P;2,1,3,2,2,3;1.2,3.0,0.3,2.5,3.6,5.2
6R,6R,5Fm,5Lm,5P,5Pm;2,3,0,0,0,1;0.3,1.5,3.7,2.2,2.1,5.3
6R,6R,5Fm,5L,5P,5Pm;2,1,3,0,3,0;1.2,3.0,0.3,2.5,5.2,2.6
6R,6R,5Fm,5L,5Pm,5Pm;2,3,0,2,2,1;0.3,1.5,3.7,2.1,3.0,5.3
6R,6R,5Fm,5P,5P,5Pm;2,1,3,1,3,1;1.2,3.0,0.3,2.5,5.2,4.5
6R,6R,5Fm,5P,5Pm,5Pm;2,3,0,3,3,1;0.3,1.5,3.7,4.0,2.1,5.3
6R,6R,5F,5W,5P,5P;1,0,0,2,2,3;0.3,1.2,3.0,3.7,2.5,5.2
6R,6R,5F,5W,5P,5Pm;1,2,1,0,0,1;1.4,3.6,0.3,2.1,3.2,5.3
6R,6R,5F,5W,5Pm,5Pm;1,2,1,3,2,1;1.4,3.6,0.3,3.0,2.1,5.3
6R,6R,5F,5Lm,5P,5P;1,0,0,2,2,3;0.3,1.2,3.0,2.5,3.6,5.2
6R,6R,5F,5Lm,5P,5Pm;1,2,1,0,0,1;1.4,3.6,0.3,2.2,2.1,5.3
6R,6R,5F,5L,5P,5Pm;1,0,0,0,3,0;0.3,1.2,3.0,2.5,5.2,2.6
6R,6R,5F,5L,5Pm,5Pm;1,2,1,2,2,1;1.4,3.6,0.3,2.1,3.0,5.3
6R,6R,5F,5P,5P,5Pm;1,0,0,1,3,1;0.3,1.2,3.0,2.5,5.2,4.5
6R,6R,5F,5P,5Pm,5Pm;1,2,1,3,3,1;1.4,3.6,0.3,4.0,2.1,5.3
6R,6R,5X,5W,5P,5P;1,1,0,2,2,3;0.3,3.0,1.2,3.7,2.5,5.2
6R,6R,5X,5W,5P,5Pm;1,1,0,1,3,0;0.3,3.0,1.2,2.5,5.2,3.5
6R,6R,5X,5W,5Pm,5Pm;2,2,0,3,2,1;0.3,3.6,1.5,3.0,2.1,5.3
6R,6R,5X,5Lm,5P,5P;1,1,0,2,2,3;0.3,3.0,1.2,2.5,3.6,5.2
6R,6R,5X,5Lm,5P,5Pm;2,2,0,0,0,1;0.3,3.6,1.5,2.2,2.1,5.3
6R,6R,5X,5L,5P,5Pm;1,1,0,0,3,0;0.3,3.0,1.2,2.5,5.2,2.6
6R,6R,5X,5L,5Pm,5Pm;2,2,0,2,2,1;0.3,3.6,1.5,2.1,3.0,5.3
6R,6R,5X,5P,5P,5Pm;1,1,0,1,3,1;0.3,3.0,1.2,2.5,5.2,4.5
6R,6R,5X,5P,5Pm,5Pm;2,2,0,3,3,1;0.3,3.6,1.5,4.0,2.1,5.3
6R,6T,5W,5P,5P,5P;1,2,2,1,2,3;3.0,1.2,3.7,0.3,2.5,5.2
