12,13,30,31,31;1,3,0,3,0;4.5,4.0,0.3,1.2,1.5;1
12,13,32,33,34;1,3,0,0,0;4.5,4.0,0.3,2.4,2.1;1
12,14,30,31,32;1,1,0,0,3;4.5,1.2,0.3,1.5,2.1;0
12,20,32,32,33;1,2,0,3,0;4.5,2.2,0.3,2.1,2.4;0
12,21,30,31,32;1,3,0,0,3;4.5,3.0,0.3,1.5,1.2;0
13,14,30,31,32;3,1,0,3,1;4.0,1.5,0.3,1.2,2.6;0
13,19,32,32,34;3,2,0,1,0;4.0,2.4,0.3,2.6,2.1;0
13,21,30,31,32;3,2,0,3,1;4.0,3.7,0.3,1.2,1.5;0
14,14,30,32,32;1,1,0,3,1;1.2,1.5,0.3,2.1,2.6;1
14,21,30,32,32;1,2,0,1,3;1.2,3.7,0.3,1.5,2.1;0
19,20,32,32,32;2,2,0,3,1;2.4,2.2,0.3,2.1,2.6;1
21,21,30,32,32;3,2,0,3,1;3.0,3.7,0.3,1.2,1.5;1
